"row_number","animal_name","animal_gender","animal_birth_month","breed_rc","borough","zip_code","community_district","census_tract2010","nta","city_council_district","congressional_district","state_senatorial_district","license_issued_date","license_expired_date"
118233,"Maxima","F",2016-10-01,"Pit Bull (or Mix)","Brooklyn",11207,304,401,"BK78",37,8,18,2016-12-06,2017-12-06
118234,"Maximus","M",2014-05-01,"Terrier Mix","Manhattan",10026,110,216,"MN11",9,13,30,2016-12-06,2017-11-29
118235,"Max","M",2013-07-01,"Labradoodle","Manhattan",10025,107,191,"MN12",6,10,30,2016-12-06,2018-01-28
118236,"Mia","F",2004-10-01,"Chihuahua","Brooklyn",11249,301,539,"BK72",33,7,26,2016-12-06,2019-12-06
118237,"Mia","F",2006-01-01,"Yorkshire Terrier","Manhattan",10032,112,245,"MN36",7,13,31,2016-12-06,2017-12-30
118238,"Memphis","M",2012-11-01,"Unknown","Staten Island",10310,501,97,"SI22",49,11,23,2016-12-06,2018-01-17
118239,"Mellie","F",2014-06-01,"Labrador (or Crossbreed)","Manhattan",10009,103,32,"MN22",2,12,27,2016-12-06,2017-12-02
118240,"Mia","F",2008-02-01,"Unknown","Brooklyn",11204,311,258,"BK28",47,10,22,2016-12-06,2018-01-19
118241,"Mia","F",2012-04-01,"Beagle Crossbreed","Manhattan",10028,108,14402,"MN32",5,12,28,2016-12-06,2020-01-20
118242,"Charlie","M",2013-12-01,"Labrador (or Crossbreed)","Manhattan",10024,107,167,"MN12",6,10,31,2016-12-06,2018-01-21
118243,"Charlie","M",2016-09-01,"Pug Crossbreed","Staten Island",10301,501,67,"SI35",49,11,24,2016-12-06,2017-12-06
118244,"Charlie","M",2005-01-01,"Pekingese","Brooklyn",11230,312,444,"BK46",44,10,22,2016-12-06,2017-10-29
118245,"Charlie","M",2005-01-01,"Shih Tzu","Manhattan",10012,102,5502,"MN23",1,12,26,2016-12-06,2017-12-13
118246,"Charlie","M",2012-01-01,"Russell Terrier","Queens",11105,401,113,"QN72",22,14,13,2016-12-06,2021-12-06
118247,"Illi","M",2016-09-01,"Bernese Mountain Dog","Manhattan",10024,107,163,"MN12",6,10,31,2016-12-06,2017-12-06
118248,"Iggy","M",2003-06-01,"Shih Tzu","Manhattan",10001,105,58,"MN13",3,12,28,2016-12-06,2017-01-20
118249,"Irving","M",2015-10-01,"Maltipoo","Queens",11360,411,99703,"QN47",19,3,11,2016-12-06,2018-01-07
118250,"Chester","M",2014-10-01,"Bull Dog, American","Queens",11357,407,981,"QN49",19,3,11,2016-12-06,2017-12-06
118251,"Chikito","M",2012-12-01,"Chihuahua","Bronx",10467,NA,NA,NA,NA,NA,NA,2016-12-06,2017-12-06
118252,"Chester","M",2016-03-01,"Shih Tzu Crossbreed","Manhattan",10033,112,275,"MN35",10,13,31,2016-12-07,2017-12-07
118253,"Chewbacca","F",2007-01-01,"Brussels Griffon","Brooklyn",11226,317,822,"BK60",40,9,20,2016-12-07,2018-01-28
118254,"Chewie","M",2010-09-01,"Chihuahua","Manhattan",10009,103,2601,"MN28",2,12,26,2016-12-07,2017-12-07
118255,"Hudson","M",2008-01-01,"Labrador (or Crossbreed)","Manhattan",10065,108,10602,"MN31",5,12,28,2016-12-07,2017-09-25
118256,"Hunter","M",2010-10-01,"Beagle","Bronx",10459,203,12101,"BX35",17,15,32,2016-12-07,2017-11-18
118257,"Icarus","M",2014-11-01,"Australian Shepherd","Manhattan",10038,101,1501,"MN25",1,10,26,2016-12-07,2018-02-20
118258,"Charlie","M",2010-11-01,"Shih Tzu","Manhattan",10022,106,98,"MN19",4,12,28,2016-12-07,2017-12-07
118259,"Charlie","M",2015-07-01,"Yorkshire Terrier","Brooklyn",11231,306,85,"BK33",38,7,25,2016-12-07,2018-11-28
118260,"Mickey","M",2012-10-01,"Yorkshire Terrier","Manhattan",10029,NA,NA,NA,NA,NA,NA,2016-12-07,2017-10-08
118261,"Mia","F",2008-01-01,"Unknown","Manhattan",10039,110,259,"MN03",9,13,30,2016-12-07,2018-01-12
118262,"Maxine","F",2011-09-01,"Schnauzer, Miniature","Queens",11360,411,1093,"QN46",19,6,11,2016-12-07,2017-12-23
118263,"Maya","F",2016-05-01,"Miniature Schnauzer","Bronx",10467,207,431,"BX43",11,13,36,2016-12-07,2017-12-07
118264,"Jack","M",2012-09-01,"Terrier Mix","Manhattan",10023,107,157,"MN14",6,10,29,2016-12-07,2021-11-15
118265,"Ivana","F",2003-06-01,"Miniature Schnauzer","Brooklyn",11213,309,351,"BK61",35,9,20,2016-12-07,2017-11-23
118266,"Max","M",2010-03-01,"Unknown","Queens",11385,405,539,"QN20",34,7,12,2016-12-07,2018-01-31
118267,"Jamie","M",2003-09-01,"Poodle, Toy","Manhattan",10011,104,81,"MN13",3,12,27,2016-12-07,2017-12-07
118268,"Sam","M",2012-12-01,"English Springer Spaniel","Manhattan",10044,108,23802,"MN31",5,12,29,2016-12-07,2017-11-20
118269,"Rudi","M",2013-01-01,"Unknown","Queens",11385,405,539,"QN20",34,7,12,2016-12-07,2018-01-23
118270,"Sammy","M",2006-07-01,"Chihuahua","Staten Island",10314,502,18702,"SI05",49,11,24,2016-12-07,2017-12-13
118271,"Sammy","M",2005-01-01,"Labrador (or Crossbreed)","Staten Island",10314,501,151,"SI07",50,11,24,2016-12-07,2018-01-30
118272,"Shimmy","M",2014-10-01,"Shih Tzu","Queens",11358,407,1147,"QN51",19,6,11,2016-12-07,2018-01-04
118273,"Sheeba","F",2014-09-01,"Poodle, Miniature","Brooklyn",11233,316,371,"BK79",41,8,25,2016-12-07,2017-07-10
118274,"Sheena","F",2014-09-01,"Poodle, Miniature","Brooklyn",11233,316,371,"BK79",41,8,25,2016-12-07,2017-07-10
118275,"Shadow","M",2010-05-01,"Unknown","Manhattan",10021,108,134,"MN31",4,12,28,2016-12-07,2018-01-11
118276,"Shadow","M",2015-09-01,"Shih Tzu Crossbreed","Bronx",10457,206,373,"BX17",15,15,33,2016-12-07,2017-12-07
118277,"Sasha","F",2006-06-01,"Siberian Husky","Staten Island",10309,503,198,"SI01",51,11,24,2016-12-07,2017-11-29
118278,"Scarlett","F",2015-02-01,"German Shepherd Dog","Queens",11694,414,928,"QN10",32,5,15,2016-12-07,2017-12-07
118279,"Shadow","M",2015-12-01,"Siberian Husky","Brooklyn",11208,305,118202,"BK83",37,7,18,2016-12-07,2017-12-07
118280,"Minnie","F",2012-10-01,"Yorkshire Terrier","Manhattan",10029,NA,NA,NA,NA,NA,NA,2016-12-07,2017-12-02
118281,"Molly","F",2010-11-01,"Labrador (or Crossbreed)","Staten Island",10309,503,20803,"SI32",51,11,24,2016-12-07,2018-01-17
118282,"Missy","F",2008-09-01,"Chihuahua","Manhattan",10001,104,93,"MN13",3,10,27,2016-12-07,2017-12-28
118283,"Joliette","F",2007-01-01,"Pit Bull (or Mix)","Manhattan",10019,104,129,"MN15",3,10,27,2016-12-07,2018-01-15
118284,"Juju","F",2013-08-01,"Havanese","Manhattan",10014,102,71,"MN23",3,10,27,2016-12-07,2017-12-26
118285,"Jude","M",2010-01-01,"Bull Dog, French","Manhattan",10011,104,89,"MN13",3,10,27,2016-12-07,2021-11-23
118286,"Junior","M",2006-12-01,"Beagle","Manhattan",10011,104,87,"MN13",3,12,27,2016-12-07,2017-12-07
118287,"Chunky","M",2014-06-01,"Bull Dog, French","Manhattan",10009,103,34,"MN22",2,12,27,2016-12-07,2021-08-18
118288,"Chrissy","F",2011-09-01,"Jack Russell Terrier","Manhattan",10014,102,69,"MN23",3,10,27,2016-12-07,2018-01-27
118289,"Cintron","M",2016-10-01,"Shih Tzu","Bronx",10460,211,240,"BX37",15,14,33,2016-12-07,2017-12-07
118290,"Cinnamon","F",2005-03-01,"Jack Russell Terrier","Staten Island",10304,501,47,"SI08",49,11,23,2016-12-07,2018-01-27
118291,"Cj","M",2002-11-01,"Maltese","Staten Island",10314,501,18901,"SI07",50,11,24,2016-12-07,2018-01-30
118292,"Chocolate","F",2015-08-01,"Poodle Crossbreed","Brooklyn",11209,310,5202,"BK31",43,11,22,2016-12-07,2017-11-16
118293,"Chiquita","F",2013-11-01,"Yorkshire Terrier","Manhattan",10026,110,19702,"MN11",9,13,30,2016-12-07,2017-12-30
118294,"Jax","M",2014-08-01,"Havanese","Brooklyn",11233,303,381,"BK61",41,8,25,2016-12-07,2017-11-26
118295,"Jello","F",2010-04-01,"Pug","Brooklyn",11206,NA,NA,NA,NA,NA,NA,2016-12-07,2017-12-07
118296,"Coco","F",2015-05-01,"German Shepherd Crossbreed","Queens",11375,406,645,"QN17",29,6,15,2016-12-07,2017-11-24
118297,"Coco","M",2010-01-01,"Shih Tzu","Manhattan",10016,105,72,"MN20",2,12,28,2016-12-07,2017-11-23
118298,"Big","M",2010-06-01,"German Shepherd Dog","Queens",11417,410,4401,"QN56",32,8,12,2016-12-07,2017-09-23
118299,"Biggie","M",2016-03-01,"French Bulldog","Manhattan",10282,101,31703,"MN25",1,10,26,2016-12-07,2017-12-07
118300,"Bentley","M",2010-02-01,"Pomeranian","Brooklyn",11234,318,738,"BK58",45,9,19,2016-12-07,2017-11-18
118301,"Bits","M",2008-01-01,"Chihuahua","Bronx",10462,210,204,"BX59",18,14,34,2016-12-07,2018-01-28
118302,"Blitzen","M",2016-08-01,"Russell Terrier","Brooklyn",11238,308,203,"BK64",35,8,25,2016-12-07,2017-12-07
118303,"Blu","M",2010-10-01,"Berger Picard","Manhattan",10024,107,173,"MN12",6,10,30,2016-12-07,2017-12-07
118304,"Bobby","M",2013-01-01,"Pit Bull (or Mix)","Brooklyn",11235,315,592,"BK17",48,9,22,2016-12-07,2018-01-23
118305,"Bo","M",2015-09-01,"French Bulldog","Queens",11374,406,71306,"QN17",29,6,16,2016-12-07,2017-12-07
118306,"Blue","M",2010-05-01,"Pit Bull (or Mix)","Queens",11358,411,1459,"QN48",20,6,11,2016-12-07,2018-01-26
118307,"Hachi","M",2016-05-01,"Shiba Inu","Queens",11355,407,859,"QN22",20,6,16,2016-12-07,2017-12-07
118308,"Harley","M",2010-06-01,"Unknown","Manhattan",10024,107,173,"MN12",6,10,30,2016-12-07,2017-09-22
118309,"Hapi","M",2009-10-01,"Beagle Crossbreed","Manhattan",10034,112,307,"MN01",10,13,31,2016-12-07,2018-02-04
118310,"Hazel","F",2012-08-01,"Unknown","Manhattan",10025,107,187,"MN12",6,10,31,2016-12-07,2017-12-28
118311,"Hercules","M",2016-05-01,"French Bulldog","Bronx",10461,NA,NA,NA,NA,NA,NA,2016-12-07,2017-12-07
118312,"Madison","F",2011-09-01,"Shih Tzu","Bronx",10465,210,152,"BX52",13,14,34,2016-12-07,2017-12-06
118313,"Madison","F",2005-01-01,"Unknown","Queens",11004,413,155102,"QN44",23,3,11,2016-12-07,2017-12-30
118314,"Maverick","M",2012-03-01,"Greyhound","Queens",11354,407,88901,"QN22",20,6,16,2016-12-07,2018-01-30
118315,"Mavrick","M",2006-04-01,"Puggle","Queens",11379,405,663,"QN21",30,6,15,2016-12-07,2018-02-12
118316,"Marty","M",2004-01-01,"Poodle, Toy","Manhattan",10023,107,157,"MN14",6,10,27,2016-12-07,2017-11-07
118317,"Maker","M",2008-10-01,"Bichon Frise","Manhattan",10075,108,128,"MN40",4,12,28,2016-12-07,2018-01-25
118318,"Mani","F",2008-03-01,"Yorkshire Terrier","Manhattan",10039,110,24302,"MN03",9,13,30,2016-12-07,2017-12-06
118319,"Marcello","M",2011-06-01,"Doberman Pinscher","Bronx",10472,NA,NA,NA,NA,NA,NA,2016-12-07,2017-10-13
118320,"Truman","M",2016-09-01,"French Bulldog","Manhattan",10001,104,91,"MN13",3,12,27,2016-12-07,2017-12-07
118321,"Tysan","M",2014-07-01,"Miniature Schnauzer","Manhattan",10019,104,135,"MN15",6,10,31,2016-12-07,2017-11-29
118322,"Twinkie","F",2015-09-01,"Morkie","Manhattan",10022,106,108,"MN19",5,12,28,2016-12-07,2017-12-07
118323,"Quinn","F",2015-08-01,"Boston Terrier","Brooklyn",11209,310,5602,"BK31",43,11,22,2016-12-07,2017-11-07
118324,"Redford","M",2011-11-01,"Cavalier King Charles Spaniel","Staten Island",10301,501,67,"SI35",49,11,24,2016-12-07,2018-01-29
118325,"Raymond","M",2011-09-01,"Beagle","Manhattan",10011,104,87,"MN13",3,12,27,2016-12-07,2017-12-07
118326,"Rambo","M",2011-11-01,"Yorkshire Terrier","Bronx",10461,210,264,"BX52",13,14,34,2016-12-07,2018-01-31
118327,"Ricky","M",2005-07-01,"Shih Tzu","Brooklyn",11206,301,493,"BK78",34,7,18,2016-12-07,2017-12-07
118328,"Richie","M",2013-11-01,"Lhasa Apso","Brooklyn",11234,318,692,"BK58",46,8,19,2016-12-07,2017-12-30
118329,"Rex","M",2008-05-01,"Unknown","Queens",11413,412,330,"QN02",31,5,14,2016-12-07,2018-01-07
118330,"Riley","M",2010-04-01,"Beagle Crossbreed","Manhattan",10028,108,15002,"MN40",4,12,28,2016-12-07,2017-02-26
118331,"Lucky","M",2016-08-01,"Morkie","Manhattan",10029,111,164,"MN33",8,13,29,2016-12-07,2017-12-07
118332,"Lucy","F",2000-11-01,"Shih Tzu","Manhattan",10010,105,68,"MN21",2,12,28,2016-12-07,2017-12-30
118333,"Lucy","F",2014-10-01,"Dachshund Smooth Coat Miniature","Manhattan",10011,104,93,"MN13",3,10,27,2016-12-07,2017-11-20
118334,"Ludo","M",2010-01-01,"Unknown","Manhattan",10011,104,89,"MN13",3,10,27,2016-12-07,2021-04-28
118335,"Lucy","F",2012-04-01,"Unknown","Queens",11372,403,283,"QN28",25,14,13,2016-12-07,2017-12-04
118336,"Lucy","F",2007-08-01,"Yorkshire Terrier","Manhattan",10013,102,37,"MN24",3,10,26,2016-12-07,2017-11-12
118337,"Lucy","F",2009-07-01,"Unknown","Manhattan",10014,102,79,"MN23",3,10,27,2016-12-07,2017-11-15
118338,"Luna","F",2015-12-01,"Chihuahua Crossbreed","Manhattan",10005,101,7,"MN25",1,10,26,2016-12-07,2017-12-07
118339,"Luna","F",2010-01-01,"Poodle, Miniature","Manhattan",10009,103,32,"MN22",2,12,27,2016-12-07,2018-01-13
118340,"Emma","F",2014-04-01,"Labrador (or Crossbreed)","Brooklyn",11231,306,75,"BK33",39,7,25,2016-12-07,2017-11-17
118341,"Ellie","F",2005-01-01,"Unknown","Manhattan",10028,108,14401,"MN32",5,12,28,2016-12-07,2018-01-30
118342,"Elijah","M",2007-11-01,"Unknown","Manhattan",10014,102,75,"MN23",3,10,27,2016-12-07,2017-11-24
118343,"Ellie","F",2009-02-01,"West High White Terrier","Queens",11423,412,482,"QN07",23,5,14,2016-12-07,2017-11-19
118344,"Dudley","M",2001-01-01,"Cairn Terrier","Queens",11415,409,134,"QN60",29,6,14,2016-12-07,2018-01-30
118345,"Duke","M",2015-11-01,"German Shepherd Dog","Manhattan",10034,NA,NA,NA,NA,NA,NA,2016-12-07,2017-12-07
118346,"Duncan","M",2007-12-01,"Unknown","Queens",11375,406,71303,"QN17",29,6,16,2016-12-07,2018-01-01
118347,"Bella","F",2015-08-01,"Yorkshire Terrier","Bronx",10457,206,371,"BX17",17,15,33,2016-12-07,2018-01-20
118348,"Benji","M",2016-02-01,"Yorkshire Terrier Crossbreed","Bronx",10458,206,385,"BX01",15,15,33,2016-12-07,2017-12-07
118349,"Dora","F",2013-11-01,"Poodle, Miniature","Queens",11355,407,1187,"QN52",20,6,16,2016-12-07,2018-01-16
118350,"Bearington","M",2016-04-01,"Schnauzer, Miniature Crossbreed","Manhattan",10040,112,283,"MN35",10,13,31,2016-12-07,2017-12-07
118351,"Basil","M",2005-01-01,"Unknown","Manhattan",10030,110,228,"MN03",9,13,30,2016-12-07,2017-12-30
118352,"Bella","F",2011-04-01,"Labrador (or Crossbreed)","Manhattan",10016,106,70,"MN20",2,12,28,2016-12-07,2021-12-07
118353,"Bella","F",2012-01-01,"Poodle","Bronx",10454,201,33,"BX39",8,15,29,2016-12-07,2017-11-18
118354,"Bella","F",2016-05-01,"Yorkshire Terrier","Queens",11365,408,122701,"QN38",24,6,16,2016-12-07,2017-12-07
118355,"Bedelia","F",2010-10-01,"Poodle Crossbreed","Bronx",10471,208,30701,"BX22",11,16,34,2016-12-07,2017-12-07
118356,"Pisco","F",2003-09-01,"Schnauzer, Miniature","Manhattan",10128,108,152,"MN32",5,12,28,2016-12-07,2018-01-18
118357,"Pirucas","M",2006-01-01,"Unknown","Queens",11435,412,206,"QN61",28,5,10,2016-12-07,2017-10-31
118358,"Pixie","F",2016-05-01,"Yorkshire Terrier Crossbreed","Queens",11358,407,1151,"QN51",19,6,11,2016-12-07,2017-12-07
118359,"Poppycuill","M",2001-01-01,"Bichon Frise","Queens",11418,409,144,"QN54",29,5,14,2016-12-07,2017-11-29
118360,"Prince","M",2014-10-01,"Unknown","Brooklyn",11221,304,417,"BK78",37,7,18,2016-12-07,2018-01-20
118361,"Puffy","M",2006-03-01,"Maltese","Queens",11378,405,515,"QN30",30,6,15,2016-12-07,2017-11-23
118362,"Puff","M",2011-12-01,"Cocker Spaniel","Bronx",10452,204,22102,"BX63",16,15,29,2016-12-07,2018-04-17
118363,"Toby","M",2013-08-01,"Yorkshire Terrier","Manhattan",10002,103,201,"MN28",1,7,26,2016-12-07,2017-11-28
118364,"Teddy","M",2006-07-01,"Yorkshire Terrier","Staten Island",10308,503,13203,"SI54",51,11,24,2016-12-07,2017-11-29
118365,"Teddy","M",2009-07-01,"German Shepherd Dog","Manhattan",10019,104,139,"MN15",3,10,27,2016-12-07,2017-11-29
118366,"Tiger","M",2003-08-01,"Maltese","Queens",11365,408,122701,"QN38",24,6,16,2016-12-07,2018-12-07
118367,"Toby","M",2003-01-01,"Unknown","Manhattan",10028,108,15001,"MN40",4,12,28,2016-12-07,2018-01-30
118368,"Callie","F",2010-10-01,"Poodle, Standard","Manhattan",10024,107,173,"MN12",6,10,29,2016-12-07,2018-01-22
118369,"Butch","M",2005-05-01,"Poodle","Queens",11102,401,73,"QN71",22,12,12,2016-12-07,2017-12-07
118370,"Butter","F",2005-01-01,"Lhasa Apso","Manhattan",10025,107,185,"MN12",7,10,30,2016-12-07,2018-01-31
118371,"Gilligan","M",2012-08-01,"Unknown","Queens",11357,407,991,"QN49",19,3,11,2016-12-07,2017-12-07
118372,"Gawain","M",2013-09-01,"Irish Terrier","Manhattan",10014,102,79,"MN23",3,10,27,2016-12-07,2022-01-05
118373,"Casey","M",2006-01-01,"Labradoodle","Queens",11385,405,627,"QN19",30,6,15,2016-12-07,2018-01-30
118374,"Casey","M",2010-06-01,"Unknown","Brooklyn",11201,302,21,"BK38",33,7,26,2016-12-07,2018-01-22
118375,"Carmen","F",2011-05-01,"German Shepherd Crossbreed","Manhattan",10023,107,157,"MN14",6,10,29,2016-12-07,2017-12-07
118376,"Olive","F",2005-12-01,"Unknown","Brooklyn",11201,302,501,"BK09",33,7,26,2016-12-07,2017-12-30
118377,"Oreo","M",2013-11-01,"Poodle, Miniature","Queens",11355,407,1187,"QN52",20,6,16,2016-12-07,2018-01-16
118378,"Ori","F",2002-01-01,"Papillon","Manhattan",10023,107,157,"MN14",6,10,27,2016-12-07,2017-11-11
118379,"Oscar","M",2006-02-01,"Schnauzer, Miniature","Manhattan",10025,107,187,"MN12",7,10,30,2016-12-07,2018-11-12
118380,"Guinevere","F",2014-12-01,"Pit Bull (or Mix)","Queens",11101,401,55,"QN68",26,12,12,2016-12-07,2017-12-07
118381,"Nyxi","F",2014-10-01,"Siberian Husky","Staten Island",10307,503,24401,"SI11",51,11,24,2016-12-07,2017-12-30
118382,"Odie","M",2010-11-01,"Unknown","Manhattan",10024,107,177,"MN12",6,10,30,2016-12-07,2017-12-09
118383,"Gretchen","F",2009-06-01,"Brussels Griffon","Manhattan",10022,106,108,"MN19",5,12,28,2016-12-07,2017-07-26
118384,"Gucci","F",2006-01-01,"Maltese","Staten Island",10314,502,29103,"SI05",50,11,24,2016-12-07,2017-11-29
118385,"Grace","F",2002-09-01,"Welsh Corgi, Pembroke","Manhattan",10021,108,126,"MN31",5,12,28,2016-12-07,2017-12-30
118386,"Godzuki","M",2012-08-01,"Shih Tzu","Manhattan",10021,108,126,"MN31",5,12,28,2016-12-07,2017-12-04
118387,"Solo","F",2015-01-01,"Australian Shepherd","Manhattan",10038,101,1501,"MN25",1,10,26,2016-12-07,2018-01-19
118388,"Speckles","F",2001-01-01,"Unknown","Bronx",10465,210,160,"BX52",13,14,34,2016-12-07,2017-11-29
118389,"Sparky","M",2006-01-01,"Yorkshire Terrier","Queens",11105,401,103,"QN72",22,14,12,2016-12-07,2018-01-30
118390,"Pancake","F",2016-09-01,"Border Collie Crossbreed","Queens",11103,401,155,"QN70",22,12,12,2016-12-07,2017-12-07
118391,"Smith","F",2016-10-01,"Shih Tzu","Brooklyn",11233,316,36501,"BK79",41,8,20,2016-12-07,2017-12-07
118392,"Alice","F",2015-02-01,"French Bulldog","Manhattan",10011,104,89,"MN13",3,10,27,2016-12-07,2021-12-07
118393,"Anabelle","F",2014-06-01,"Australian Shepherd","Brooklyn",11206,303,257,"BK75",36,7,18,2016-12-07,2017-12-09
118394,"Alcmene","M",2016-04-01,"Yorkshire Terrier","Queens",11364,411,1367,"QN42",23,6,16,2016-12-07,2017-12-07
118395,"Aisha","F",2013-06-01,"Unknown","Manhattan",10128,108,15002,"MN40",4,12,28,2016-12-07,2018-01-30
118396,"Ethel","F",2014-11-01,"Brussels Griffon","Manhattan",10036,104,129,"MN15",3,10,27,2016-12-07,2018-01-26
118397,"Archie","M",2012-11-01,"Shih Tzu Crossbreed","Brooklyn",11219,310,194,"BK30",38,10,22,2016-12-07,2019-12-07
118398,"Annabella","F",2010-08-01,"Yorkshire Terrier","Bronx",10473,209,74,"BX09",18,15,34,2016-12-07,2018-01-31
118399,"Evoney","F",2010-01-01,"Yorkshire Terrier Crossbreed","Bronx",10472,209,62,"BX08",18,15,32,2016-12-07,2019-12-07
118400,"Fendi","F",2010-03-01,"Unknown","Queens",11421,409,18,"QN53",32,7,15,2016-12-07,2019-11-25
118401,"Figueroa","F",2016-09-01,"Maltese Crossbreed","Queens",11691,414,101001,"QN15",31,5,15,2016-12-07,2017-12-07
118402,"Linda","F",2016-08-01,"German Shorthaired Pointer","Queens",11435,412,206,"QN61",28,5,10,2016-12-07,2017-12-07
118403,"Lizzy","F",2011-05-01,"Cocker Spaniel","Manhattan",10023,107,145,"MN14",3,10,27,2016-12-07,2017-09-23
118404,"Louie","M",2006-01-01,"Yorkshire Terrier","Staten Island",10306,503,138,"SI25",50,11,24,2016-12-07,2018-01-30
118405,"Lola","F",2010-09-01,"Unknown","Queens",11433,412,440,"QN01",27,5,14,2016-12-07,2017-11-26
118406,"Lily","F",2008-11-01,"Poodle, Toy","Brooklyn",11201,302,7,"BK09",33,7,26,2016-12-07,2017-11-21
118407,"Lily","F",2010-03-01,"Unknown","Queens",11360,407,99701,"QN47",19,3,11,2016-12-07,2017-06-22
118408,"Freddie","M",2011-11-01,"Finnish Lapphund","Manhattan",10032,109,23501,"MN04",7,13,30,2016-12-07,2017-12-07
118409,"Fozzy","M",2004-09-01,"Pomeranian","Manhattan",10029,111,170,"MN33",8,13,29,2016-12-07,2017-12-07
118410,"Frankie","F",2014-10-01,"Dachshund","Brooklyn",11211,301,519,"BK73",33,12,18,2016-12-07,2018-01-28
118411,"Fluffy","F",2009-07-01,"Unknown","Brooklyn",11234,318,648,"BK45",46,8,22,2016-12-07,2017-12-31
118412,"Fluffy","M",2014-02-01,"Poodle","Brooklyn",11220,307,96,"BK34",38,7,20,2016-12-07,2017-12-07
118413,"Fluffy","M",2014-02-01,"Poodle, Standard","Brooklyn",11220,307,96,"BK34",38,7,20,2016-12-07,2017-12-07
118414,"Tammy","F",2006-08-01,"Unknown","Brooklyn",11220,307,20,"BK32",38,7,20,2016-12-07,2017-12-29
118415,"Subie","M",2014-01-01,"Poodle Crossbreed","Queens",11435,412,206,"QN61",28,5,10,2016-12-07,2017-12-07
118416,"Petey","M",2006-01-01,"Unknown","Brooklyn",11231,306,65,"BK33",39,7,26,2016-12-07,2017-12-30
118417,"Petey","M",2004-03-01,"Chihuahua","Staten Island",10314,502,18702,"SI05",49,11,24,2016-12-07,2017-12-19
118418,"Stanley","M",2015-06-01,"Chihuahua Crossbreed","Manhattan",10065,108,120,"MN40",4,12,28,2016-12-07,2018-01-19
118419,"Pasha","F",2011-07-01,"Unknown","Queens",11375,406,71303,"QN17",29,6,16,2016-12-07,2017-09-07
118420,"Pebbles","F",2011-05-01,"Yorkshire Terrier","Manhattan",10029,111,170,"MN33",8,13,29,2016-12-07,2017-10-07
118421,"Brownie","M",2011-12-01,"Unknown","Queens",11691,414,99801,"QN15",31,5,10,2016-12-07,2017-11-20
118422,"Brady","M",2007-06-01,"Unknown","Manhattan",10075,108,138,"MN32",5,12,28,2016-12-07,2017-11-11
118423,"Brandy","F",2006-01-01,"Unknown","Brooklyn",11228,310,148,"BK30",43,11,22,2016-12-07,2017-12-30
118424,"Daisy","F",2015-06-01,"Yorkshire Terrier Crossbreed","Bronx",10451,204,63,"BX63",8,15,29,2016-12-07,2017-11-22
118425,"Daisy","F",2014-07-01,"Coonhound, Treeing Walker","Manhattan",10027,110,200,"MN11",9,13,30,2016-12-07,2017-11-26
118426,"Buddy","M",2005-01-01,"Unknown","Manhattan",10012,102,49,"MN24",1,10,26,2016-12-07,2018-01-27
118427,"Buddy","M",2006-01-01,"Unknown","Manhattan",10016,105,72,"MN20",2,12,28,2016-12-07,2018-01-30
118428,"Brutus","M",2013-12-01,"Rottweiler","Staten Island",10314,502,18702,"SI05",49,11,24,2016-12-07,2018-01-30
118429,"Dave","M",2014-09-01,"Labrador (or Crossbreed)","Brooklyn",11226,314,506,"BK42",40,9,21,2016-12-07,2017-12-01
118430,"Dasha","F",2011-12-01,"Poodle, Toy","Queens",11375,406,723,"QN17",29,6,15,2016-12-07,2019-01-31
118431,"Darby","M",2005-01-01,"Unknown","Queens",11697,414,91601,"QN10",32,5,15,2016-12-07,2018-01-30
118432,"Dante","M",2015-07-01,"German Shepherd Dog","Staten Island",10306,503,13204,"SI25",50,11,24,2016-12-07,2017-11-20
